中国,福建省,三明市,,26.270835279362192,117.64219393404412
中国,福建省,三明市,三元区,26.17396713925473,117.51689648494276
中国,福建省,三明市,大田县,25.79744931474545,117.81799668394376
中国,福建省,三明市,宁化县,26.310073098847635,116.67811816013383
中国,福建省,三明市,将乐县,26.73232867954845,117.40083967575102
中国,福建省,三明市,尤溪县,26.150593850717037,118.2538683512753
中国,福建省,三明市,建宁县,26.817741252365053,116.79307136803553
中国,福建省,三明市,明溪县,26.41848413455864,117.21859881718736
中国,福建省,三明市,梅列区,26.30744855334837,117.6305006912246
中国,福建省,三明市,永安市,25.919433151382243,117.32853545663524
中国,福建省,三明市,沙县,26.44650590508846,117.81884600477495
中国,福建省,三明市,泰宁县,26.8654768818832,117.12565958885104
中国,福建省,三明市,清流县,26.09929766833468,116.92119343659569
中国,福建省,漳州市,,24.51706477980848,117.67620467894616
中国,福建省,漳州市,东山县,23.691110309815333,117.42541646767047
中国,福建省,漳州市,云霄县,23.98492459087065,117.33811055639563
中国,福建省,漳州市,华安县,24.91868809460809,117.54380454982406
中国,福建省,漳州市,南靖县,24.668805586955997,117.29305472699474
中国,福建省,漳州市,平和县,24.324490604830725,117.20072092241568
中国,福建省,漳州市,漳浦县,24.134610348851822,117.69145555573832
中国,福建省,漳州市,芗城区,24.57508941341129,117.63336610613938
中国,福建省,漳州市,诏安县,23.87404072538964,117.1329419569669
中国,福建省,漳州市,长泰县,24.74459371108188,117.81298738986644
中国,福建省,漳州市,龙文区,24.537177249549263,117.7040368785526
中国,福建省,漳州市,龙海市,24.39881682482256,117.80759027663238
中国,福建省,南平市,,26.64362647419784,118.18188294866124
中国,福建省,南平市,光泽县,27.65559757238622,117.35553597079696
中国,福建省,南平市,延平区,26.59015509690914,118.2547366243594
中国,福建省,南平市,建瓯市,27.044913662798574,118.48514716959122
中国,福建省,南平市,建阳区,27.422984908609543,118.09503169528892
中国,福建省,南平市,政和县,27.324781791327982,118.97167122766204
中国,福建省,南平市,松溪县,27.610704490354536,118.7656891252215
中国,福建省,南平市,武夷山市,27.748135171112096,118.01154264631502
中国,福建省,南平市,浦城县,27.94516412578473,118.5242975985648
